Chinese,English,Frequency Count,Indonesia
师兄,Brothers,695,Saudara laki-laki
摇,shake,695,menggoyang
伊森,Etsen,695,Etsen
锁上,Lock,695,Kunci
拽,Drag,695,Menyeret
快点儿,Hurry up,695,Ayo cepat
气息,breath,695,napas
引,lead,695,memimpin
一级,First -level,695,Tingkat pertama
亲生,Pension,695,Pensiun
ﺨ,Bleak,695,Suram
喵,Meow,695,Meong
黛比,Debbie,695,Debbie
旨意,Intention,694,Maksud
景象,scene,694,pemandangan
摔跤,Wrestling,694,Gulat
梅森,Mason,694,Tukang batu
看得出,Be able to see,694,Bisa melihat
姑妈,aunt,694,tante
沼泽,swamp,693,rawa
樓,building,693,bangunan
失误,Mistake,692,Kesalahan
名称,name,692,nama
杰作,masterpiece,692,mahakarya
驴,donkey,692,keledai
同樣,same,692,sama
瑞典,Sweden,692,Swedia
并不知道,I don't know,692,Saya tidak tahu
别理,Ignore,692,Mengabaikan
找些,Find some,692,Temukan beberapa
赛车,Racing car,692,Balap mobil
火车站,TRAIN STATION,692,STASIUN KERETA
烂摊子,Rotten stall,692,Kios busuk
之声,Voices,692,Suara
业余,amateur,692,amatir
装修,furnish,692,menyediakan
商场,shopping mall,692,pusat perbelanjaan
履行,fulfill,692,memenuhi
出去玩,Go out to play,692,Pergi keluar untuk bermain
过会,One moment,692,Tunggu sebentar
野心,Ambition,692,Ambisi
遗体,remains,691,tetap
赫,Shy,691,Malu
窗帘,curtain,691,tirai
爱因斯坦,Einstein,691,Einstein
下楼,Go downstairs,691,Turun ke bawah
打搅,disturb,691,mengganggu
奈特,Knight,690,Ksatria
吊死,Hang up,690,Menggantung
堡垒,fortress,690,benteng
他用,He uses,690,Dia menggunakan
付给,Pay,690,Membayar
力克,Force,690,Memaksa
潜入,sneak into,690,menyelinap masuk
咆哮,roar,690,mengaum
斯大林,Stalin,690,Stalin
见过面,have met,689,telah bertemu
英,Britain,689,Britania
同胞,Compatriot,689,Rekan senegara
从中,from,689,dari
女仆,Maid,689,Pembantu
一班,One class,689,Satu kelas
战,war,689,perang
選,select,689,memilih
德里克,Derrick,688,Kerekan
罕见,rare,688,langka
老板娘,Boss,688,Bos
情报局,Intelligence bureau,688,Biro intelijen
迫不及待,Can't wait,688,Tak sabar menunggu
兼,Both,688,Keduanya
请便,Invite,687,Mengundang
步行,walk,687,berjalan
那時,At that time,687,Pada saat itu
规模,scale,687,skala
快逃,Escape,687,Melarikan diri
薯条,fries,687,kentang goreng
爱我吗,love me,687,cintai aku
怎么弄,how to do,686,bagaimana caranya
引诱,Seduce,686,Menggoda
怪不得,No wonder,686,Tidak heran
战舰,Warship,686,Kapal perang
备用,spare,686,meluangkan
豪华,luxury,686,kemewahan
行為,Behavior,686,Perilaku
喲,Yo,686,Kamu
角,horn,686,klakson
誓,oath,686,sumpah
更是,even more,686,bahkan lebih lagi
气球,balloon,685,balon
就象,Like,685,Menyukai
司令官,Commander,685,Komandan
病情,Condition,685,Kondisi
阳台,balcony,685,balkon
共享,shared,685,dibagikan
语,language,685,bahasa
汽车旅馆,Car hotel,685,Hotel mobil
黑洞,Black hole,684,Lubang hitam
采用,use,684,menggunakan
妖,Monster,684,Raksasa
低估,underestimate,684,meremehkan
集会,assembly,684,perakitan
涂,Coat,684,Mantel
时会,Timely,684,Tepat waktu
將會,will,684,akan
部位,Site,684,Lokasi
保持沉默,remain silent,684,tetap diam
小型,Small,684,Kecil
佛罗里达,Florida,684,Florida
炫耀,show off,683,pamer
懷疑,Suspect,683,Mengira
统一,Unite,683,Bersatu
太漂亮,so beautiful,683,sangat cantik
娘娘腔,Maiden,683,Gadis
枪手,Gunner,683,Penembak
我国,Our country,683,Negara kita
帕克,Parker,683,Parker
分成,Divide,683,Membagi
妄想,Delusion,683,Khayalan
我以,To,683,Ke
闽,Fujian,682,Fujian
克劳,Be overworked,682,Terlalu banyak bekerja
冰冷,Cold,682,Dingin
底特律,Detroit,682,Kota Detroit
改革,reform,682,pembaruan
刷,brush,682,sikat
那家,that house,682,rumah itu
雅,elegant,682,anggun
太高,Too high,682,Terlalu tinggi
搬出去,move out,681,pindah
阿拉,Allah,681,Allah
罗素,Russell,681,Russell
库珀,Cockle,681,Kerut
冰块,Ice cubes,681,Es batu
失敗,fail,681,gagal
我救,I am rescued,681,aku diselamatkan
决不,never,680,tidak pernah
频率,frequency,680,frekuensi
打給,Give,680,Memberi
差别,difference,680,perbedaan
宪法,constitution,680,konstitusi
强调,emphasize,680,menekankan
北极,Arctic,680,Arktik
模拟,simulation,680,simulasi
胆量,courage,680,keberanian
两倍,double,679,dobel
嘅,generous,679,dermawan
急救,first aid,679,pertolongan pertama
共和国,Republic,679,Republik
前夫,Ex -husband,679,Mantan suami
洋葱,onion,679,bawang bombai
敵人,enemy,679,musuh
这倒,This,679,Ini
组长,Team leader,679,Pemimpin tim
ﺻ,Bleak,679,Suram
归来,Return,679,Kembali
运用,use,679,menggunakan
陈述,statement,678,penyataan
接待,Receive,678,Menerima
宫,palace,678,istana
沙子,sand,678,pasir
米拉,Mira,678,Lihat
ㄤ,Bleak,677,Suram
恶意,Malicious,677,Jahat
桶,bucket,677,keranjang
吃醋,Jealous,677,Cemburu
两句,Two sentences,677,Dua kalimat
库,Library,677,Perpustakaan
叶,leaf,677,daun
愛情,love,677,Cinta
这真,This is true,677,ini benar
料,material,676,bahan
真要,Really want,676,Pengen banget
乔丹,Jordan,676,Yordania
处死,Execute,676,Menjalankan
自以为是,opinionated,676,dogmatis
圣斗士,Saint Seiya,676,Saint Seiya
举起手来,Put your hands up,676,Angkat tanganmu
庆幸,Fortunately,676,Untung
關心,care,675,peduli
出错,Go wrong,675,Salah
瘋狂,crazy,675,gila
血管,Blood vessel,675,Pembuluh darah
和解,reconciliation,675,rekonsiliasi
解救,rescue,675,menyelamatkan
特意,specially,675,khususnya
震撼,Shock,674,Terkejut
總統,president,674,presiden
樣,Sample,674,Mencicipi
向下,down,674,turun
扔进,Throw,674,Melemparkan
莎莉,Sally,674,Sally
伍德,Wood,674,Kayu
服务生,Waiter,674,Pelayan
符号,symbol,674,simbol
发起,Initiate,674,Memulai
神像,Statue,674,Patung
之子,the son of,674,putra dari
飛,fly,673,terbang
一秒,One second,673,Satu detik
逃亡,escape,673,melarikan diri
上诉,appeal,673,menarik
平均,average,673,rata-rata
車,car,673,mobil
职员,staff,673,staf
骗局,scam,673,tipuan
ェ,Bleak,673,Suram
偏偏,Bias,673,Bias
正常人,Normal person,672,Orang normal
岛屿,islands,672,pulau-pulau
网,net,672,bersih
錯誤,mistake,672,kesalahan
这么回事,Such a matter,672,Hal semacam itu
会上,At the meeting,672,Pada pertemuan tersebut
加里,Garr,672,Garr
船只,vessel,672,kapal
太糟,Too bad,672,Sayang sekali
担忧,Worry,672,Khawatir
迟早会,Sooner or later,672,Cepat atau lambat
顺序,order,671,memesan
有话,Say,671,Mengatakan
精英,Elite,671,Elite
瘟疫,plague,671,wabah
我出,I am out of,671,aku kehabisan
不带,Without,671,Tanpa
数到,Count,671,Menghitung
封面,Cover,671,Menutupi
料理,Cook,671,Memasak
激怒,Be angry,671,Marah
个头,One,670,Satu
长相,Look,670,Lihat
歷史,history,670,sejarah
哪边,Where,670,Di mana
差一点,Almost,670,Hampir
谈恋爱,fall in love,670,jatuh cinta
じ,Bleak,670,Suram
卫生间,bathroom,670,kamar mandi
阁楼,attic,670,loteng
十足,Full,670,Penuh
喜剧,comedy,669,komedi
癘,Bleak,669,Suram
点火,ignition,669,pengapian
星期三,Wednesday,669,Rabu
房屋,houses,669,rumah-rumah
司令部,headquarters,669,markas besar
趕,Rush,669,Bergegas
协调,coordination,669,koordinasi
舞者,Dancer,668,Penari
束缚,Bind,668,Mengikat
機,machine,668,mesin
讲述,Tell,668,Memberi tahu
乾,Dry,668,Kering
洗手,handwashing,668,cuci tangan
零钱,small change,668,uang receh
阿拉伯,Arab,668,Arab
缺陷,defect,668,cacat
以免,so as not to,668,agar tidak
一块儿,One by one,668,Satu per satu
拿掉,Remove,667,Menghapus
曝光,exposure,667,paparan
捣乱,make trouble,667,membuat masalah
集体,collective,667,kolektif
特征,feature,667,fitur
戈,Scrifid,667,Scrifid
缺点,shortcoming,667,kekurangan
徽章,badge,667,lencana
电线,electric wire,667,kawat listrik
糑,Bleak,667,Suram
欧元,EUR,667,EUR
德尔,Dier,667,Dier
操蛋,Fuck,666,Persetan
並,and,666,Dan
回避,avoid,666,menghindari
扳机,trigger,666,pemicu
供应,supply,666,memasok
穿著,Wear,666,Memakai
天主教,Catholicism,666,Katolikisme
况且,Even,666,Bahkan
戰鬥,fighting,666,berkelahi
能耐,ability,666,kemampuan
艾瑞克,Irak,666,Irak
汉斯,Hangs,666,Menggantung
別說,Don't say,666,Jangan bilang
表妹,cousin,666,sepupu
哈罗德,Harold,665,Harold
圆,round,665,bulat
包装,Package,665,Kemasan
法郎,franc,665,franc
辉煌,brilliant,665,cemerlang
印,print,664,mencetak
使者,messenger,664,kurir
反應,reaction,664,reaksi
沒法,Not,664,Bukan
箱,box,664,kotak
一大笔钱,A lot of money,664,Banyak uang
牢,prison,664,penjara
可要,In order,664,Dalam rangka
私事,Private affairs,664,Urusan pribadi
粉,pink,663,berwarna merah muda
偷来,Steal,663,Mencuri
五百,five hundred,663,lima ratus
没理由,No reason,663,Tidak ada alasan
蜜月,Honeymoon,663,Bulan madu
資料,material,663,bahan
牧场,pasture,663,padang rumput
很难说,Hard to say,663,Sulit untuk mengatakannya
找死,court death,663,pengadilan kematian
右转,Turn right,663,Belok kanan
推出,roll out,662,bangun
外人,outsider,662,orang luar
必定,Must,662,Harus
近来,recently,662,baru-baru ini
一切都在,Everything is,662,Semuanya adalah
墓,tomb,662,makam
汉弗莱,Hamphori,662,Hamphori
写信给,Write to,662,Tulis ke
树木,Trees,661,Pohon
丫头,Girl,661,Gadis
口供,Confession,661,Pengakuan
不用谢,You're welcome,661,Terima kasih kembali
拨,dial,661,panggil
美麗,beauty,661,kecantikan
险,risk,661,mempertaruhkan
哪种,Which one,661,Yang mana
妓院,brothel,661,bordil
杆,Rod,661,Batang
偷东西,Stole,661,Selendang
實際,actual,661,sebenarnya
脚趾,toe,660,kaki
队友,teammate,660,rekan satu tim
台湾,Taiwan,660,Taiwan
別動,do not move,660,Jangan bergerak
遺憾,Pity,660,Disayangkan
名誉,reputation,660,reputasi
会派,Faction,660,Fraksi
资助,Fund,660,Dana
分心,Distract,660,Mengganggu
气候,climate,660,iklim
事务,Affairs,660,Urusan
首尔,Seoul,659,Seoul
废,Abandon,659,Meninggalkan
软,soft,659,lembut
罩,cover,659,menutupi
赦免,pardon,659,maaf
兇手,murderer,659,pembunuh
原地,Original,659,Asli
恶化,deterioration,659,kemerosotan
帕蒂,Patty,659,Patty
理性,reason,659,alasan
九个,nine,659,sembilan
仙子,Fairy,659,Peri
战斗机,fighter,659,pejuang
宁静,peaceful,658,tenang
山羊,goat,658,kambing
送走,Send away,658,Mengusir
美食,gourmet food,658,makanan lezat
冲击,Shock,658,Terkejut
领,collar,658,kerah
丑闻,scandal,658,skandal
品牌,brand,658,merek
上衣,Jacket,658,Jaket
老友,Old friend,657,Teman lama
潜在,potential,657,potensi
圈套,trap,657,perangkap
老头子,Old man,657,Orang tua
官司,lawsuit,657,gugatan hukum
生于,Be born in,656,Lahir di
越來,Increasing,656,Meningkat
占据,occupy,656,menempati
巨星,Superstar,656,Bintang super
拖延,procrastination,656,penundaan
好意,kindness,656,kebaikan
别生气,do not be angry,656,jangan marah
拉姆,Ram,656,Domba jantan
黄油,butter,655,mentega
破碎,broken,655,rusak
ヴ,Bleak,655,Suram
天花板,ceiling,655,langit-langit
金字塔,pyramid,655,piramida
服务器,server,654,pelayan
邓肯,Duncan,654,Duncan
施,Apply,654,Menerapkan
坠落,come down,654,datang
罗莎,Rosa,654,Rosa
跌,fall,654,jatuh
紐約,New York,654,Kota New York
住所,residence,654,tempat tinggal
ﻷ,Bleak,654,Suram
查到,Find out,653,Mengetahui
性别,gender,653,jenis kelamin
提交,submit,653,kirim
报答,repay,653,membayar kembali
我开,I open,653,aku buka
一个男孩,a boy,653,seorang anak laki-laki
二位,Two,653,Dua
烧毁,burn,653,membakar
脱衣服,Undress,653,Menanggalkan pakaian
科林,Scope,653,Cakupan
高尚,noble,652,bangsawan
蟑螂,cockroach,652,lipas
黑社会,Underworld,652,Neraka
两边,On both sides,652,Di kedua sisi
劲,strength,652,kekuatan
再见面,See you again,651,Sampai jumpa lagi
焊,weld,651,las
屈服,yield,651,menghasilkan
转过身,Turn around,651,Berbalik arah
会到,Be able to,651,Mampu untuk
大伙儿,Guy,651,Pria
一招,one move,651,satu gerakan
回想,recall,651,mengingat
黑客,hacker,651,peretas
领导人,leader,651,pemimpin
毛衣,sweater,651,sweter
大忙,Busy,651,Sibuk
王牌,trump card,650,kartu truf
泰,Thai,650,Thai
上头,On top of,650,Di atas
ﾑ,Bleak,650,Suram
夜间,at night,650,pada malam hari
正確,correct,650,benar
先去,Go first,650,Pergi dulu
说点,Point out,650,Tunjukkan
咨询,consult,649,berkonsultasi
凯勒,Kaille,649,Kaille
坐标,coordinate,649,koordinat
递给,Handle,649,Menangani
管好,Manage,649,Mengelola
格拉,Gera,648,Gera
乾杯,cheers,648,bersulang
这艘,This ship,648,Kapal ini
吊,Hang,648,Menggantung
架飞机,Airplane,648,Pesawat terbang
尝,taste,648,mencicipi
本片,Film,648,Film
埋伏,ambush,648,penyergapan
蒙特,Monster,648,Raksasa
谎话,lie,647,berbohong
市区,Urban area,647,Daerah perkotaan
杨,Poplar,647,Pohon poplar
销毁,destroy,647,menghancurkan
不光,not only,647,tidak hanya
我媽,my mother,647,ibuku
反映,reflect,647,mencerminkan
茉莉,Jasmine,647,Melati
給他,give him,647,berikan dia
过时,Outdated,647,Ketinggalan zaman
第二季,second season,646,musim kedua
总裁,President,646,Presiden
炮,gun,646,pistol
执照,license,646,lisensi
逃出去,Escape,646,Melarikan diri
收买,buy,646,membeli
数目,number,646,nomor
堆,heap,646,tumpukan
恶棍,douchebag,646,brengsek
终,end,646,akhir
高地,Highland,646,Dataran tinggi
土,earth,646,bumi
四天,Four days,645,Empat hari
买家,Buyer,645,Pembeli
那太,That too much,645,Itu terlalu banyak
地带,zone,645,daerah
前门,Front door,645,Pintu depan
再试一次,try again,645,coba lagi
太酷,too cool,645,terlalu keren
殖民地,colony,645,koloni
温,temperature,645,suhu
绝不能,Never,645,Tidak pernah
琴,Piano,645,Piano
せ,Bleak,645,Suram
夸奖,Praise,645,Memuji
察觉,aware,644,menyadari
部份,Part,644,Bagian
胡闹,Bullish,644,Optimis
贫穷,poverty,644,kemiskinan
离谱,Outrageous,644,Memalukan
猪肉,pork,644,babi
另一半,Another half,644,Setengah lagi
顶级,Top -level,644,Tingkat atas
月光,moonlight,644,sinar bulan
推翻,overthrow,644,menggulingkan
米尔,Mir,643,Mir
綁,tie,643,mengikat
做错,Do wrong,643,Berbuat salah
大學,University,643,Universitas
安德森,Anderson,643,Anderson
欸,Eh,643,Eh
三位,Three,643,Tiga
前提,premise,643,premis
意味著,mean,643,berarti
在内,Inside,643,Di dalam
宫殿,palace,643,istana
两份,Two copies,643,Dua salinan
眼看,Look at,642,Lihatlah
河里,River,642,Sungai
一击,one strike,642,satu serangan
露面,Show up,642,Datang
鱼雷,torpedo,642,torpedo
条款,Clause,642,Ayat
待遇,treatment,642,perlakuan
负,burden,642,beban
检验,test,642,tes
先回去,Go back first,642,Kembali dulu
录影带,Videos,642,Video
世代,Generation,642,Generasi
凶器,Murder,642,Pembunuhan
一張,One,642,Satu
升级,upgrade,642,meningkatkan
雅各,Jacob,642,Yakub
引用,Quote,641,Mengutip
这颗,This,641,Ini
捏,pinch,641,mencubit
泄漏,leakage,641,kebocoran
豆子,beans,641,kacang-kacangan
尼基塔,Nikita,641,Nikita
时速,Speed,640,Kecepatan
不在意,Do not care,640,Tidak peduli
事态,situation,640,situasi
万物,All things,640,Segala hal
方位,position,640,posisi
探員,Agent,640,Agen
根據,according to,640,menurut
未必,not necessarily,640,belum tentu
冲浪,surf,640,berselancar
出示,show,640,menunjukkan
末日,end,640,akhir
柜子,cabinet,640,kabinet
海报,poster,640,poster
小声点,Whisper,640,Berbisik
天地,world,640,dunia
摘,Pick,640,Memilih
最早,Earlier,639,Lebih awal
西德,West Germany,639,Jerman Barat
打开门,open the door,639,buka pintunya
尋找,Look for,639,Mencari
建筑物,building,639,bangunan
萨尔,Salle,639,Ruang
趴在,Ly,639,Ly
推迟,put off,639,menunda
應,answer,639,menjawab
還活,Alive,639,Hidup
另一方面,on the other hand,639,di sisi lain
超級,super,639,super
再也不能,No longer,638,Tidak lagi
阿尔伯特,Albert,638,Albert
尼亚,Nya,638,Nya
介紹,introduce,638,memperkenalkan
放进去,put in,638,memasukkan
掌管,Control,637,Kontrol
诺曼,Norman,637,Norman
遵循,follow,637,mengikuti
茱莉亚,Julia,637,Julia
颤抖,Trembling,637,Gemetaran
ﾈ,Bleak,636,Suram
买个,Buy,636,Membeli
那间,That time,636,Waktu itu
乱跑,Run around,636,Berlari mengitari
手脚,Hands and feet,636,Tangan dan kaki
肖,resemble,636,mirip
撤销,Revoke,636,Menarik kembali
谈一谈,Talk about,636,Berbicara tentang
白兰地,Brandy,636,Brendi
草原,grassland,635,padang rumput
进城,Enter the city,635,Masuk ke kota
罪过,Sin,635,Dosa
悲痛,Sorrow,635,Duka
幽默感,sense of humor,635,rasa humor
结尾,end,634,akhir
充足,adequate,634,memadai
贩毒,Drug trafficking,634,Perdagangan narkoba
喜悦,joy,634,sukacita
妈呀,Damn,634,Berengsek
一刀,One knife,634,Satu pisau
桑,mulberry,634,murbai
帅气,Handsome,634,Tampan
南希,Nanxi,634,Nanxi
此次,This time,634,Kali ini
選手,Player,633,Pemain
审查,Review,633,Tinjauan
廉价,cheap,633,murah
几句话,a few words,633,beberapa kata
山顶,Peak,633,Puncak
制片人,Producer,633,Produsen
这车,This car,633,Mobil ini
再会,Be at a time,633,Berada pada suatu waktu
爱河,Love river,633,Sungai cinta
婓,Bleak,633,Suram
菜鸟,Rookie,632,Calon
奇特,strange,632,aneh
意,meaning,632,arti
及其,and,632,Dan
金融,finance,632,keuangan
振作起来,cheer up,632,semangat!
多莉,Dolly,632,Boneka
总督,Governor,631,Gubernur
西雅图,Seattle,631,Kota Seattle
伯特,Better,631,Lebih baik
帶來,bring,631,membawa
之用,Use,631,Menggunakan
危害,harm,631,menyakiti
金币,gold,631,emas
盟友,ally,630,sekutu
明亮,Bright,630,Terang
猩猩,Chimpanzees,630,Simpanse
务必,be sure,630,yakin
年度,year,630,tahun
探望,visit,630,mengunjungi
立正,stand at attention,630,berdiri tegak
上下,up and down,630,naik turun
真實,reality,630,realitas
推动,promote,630,mendorong
记下,Write down,630,Tuliskan
你媽,Your mother,629,Ibumu
靈魂,soul,629,jiwa
罗密欧,Romeo,629,Romeo
气色,Look,629,Lihat
牵扯,involve,629,melibatkan
射中,Shot,629,Tembakan
莉娅,Liya,629,Liya
正事,Righteousness,629,Kebenaran
球场,court,629,pengadilan
苦难,suffering,629,menderita
酋长,Chief,629,Ketua
拍卖,auction,629,lelang
冤枉,Unjust,628,Tidak adil
潜力,potential,628,potensi
功劳,Credit,628,Kredit
盢,Bleak,628,Suram
回收,Recycle,628,Daur ulang
马路,road,628,jalan
支撑,support,628,mendukung
抄,copy,628,menyalin
這也,It also,627,Itu juga
脏话,bad language,627,bahasa kasar
零件,Component,627,Komponen
优先,priority,627,prioritas
灭绝,Extinction,627,Kepunahan
筹码,Chip,627,Keripik
性生活,Sex life,627,Kehidupan seks
凡人,mortal,627,makhluk hidup
研究所,graduate School,627,Sekolah Pascasarjana
壓力,pressure,626,tekanan
一塊,piece,626,bagian
终极,ultimate,626,terakhir
句,sentence,626,kalimat
交叉,cross,626,menyeberang
传染,infect,626,menulari
包里,In the bag,626,Di dalam tas
還以,Also to,626,Juga untuk
订单,Order,626,Memesan
晒,show,626,menunjukkan
防卫,defensive,625,defensif
野餐,picnic,625,piknik
关在,Be in,625,Berada di dalam
健身,fitness,625,kebugaran
特效,Special effect,625,Efek khusus
流言,gossip,624,gosip
空虚,emptiness,624,kekosongan
梯子,ladder,624,tangga
条路,Way of,624,Cara
鑰匙,key,623,kunci
孤儿院,Orphanage,623,Panti asuhan
忠告,advice,623,nasihat
皑,White,623,Putih
语气,Tone,623,Nada
半天,long time,623,waktu yang lama
下个月,next month,623,bulan depan
天吶,Hey,623,Hai
前行,Forward,623,Maju
闯,Break through,623,Terobosan
倒数,reciprocal,623,kebalikan
有天,Someday,623,Suatu hari nanti
麻醉,anaesthetization,623,pembiusan
知名,famous,622,terkenal
里边,inside,622,di dalam
探险,Explore,622,Mengeksplorasi
撑住,Hold,622,Memegang
调情,flirt,622,penggoda
松开,release,622,melepaskan
指向,direction,622,arah
管理员,administrator,622,administrator
结,Knot,622,Simpul
追随,follow,622,mengikuti
打碎,Break,622,Merusak
布什,Bush,622,Semak-semak
找個,Find a,622,Temukan sebuah
有太多,Too much,622,Terlalu banyak
大学生,College Students,621,Mahasiswa
辨,Discern,621,Melihat
一帮,A bunch,621,Sekelompok
大西洋,Atlantic,621,Atlantik
肥皂,Soap,621,Sabun
刺客,assassin,621,pembunuh
谷,valley,621,lembah
纸条,Note,621,Catatan
罗恩,Ron,621,Ron
缓慢,slow,621,lambat
念书,study,621,belajar
公子,Daughter -in -law,621,Menantu perempuan
盲目,Blind,621,Buta
ﺰ,Bleak,621,Suram
不愧,Depends on,620,Tergantung pada
忽视,Ignore,620,Mengabaikan
鲜花,Flower,620,Bunga
支配,Dominate,620,Mendominasi
方舟,ark,620,tabut
夏洛克,Sherlock,620,Sherlock
露营,camping,620,berkemah
伤亡,casualties,620,korban jiwa
虔诚,Pious,620,Saleh
旅客,Traveler,620,Wisatawan
哲学,philosophy,619,filsafat
职业生涯,career,619,karier
ア,Kettle,619,Ketel
一栋,One building,619,Satu gedung
ﻡ,Bleak,619,Suram
并非如此,it's not true,619,itu tidak benar
分辨,Distinguish,619,Membedakan
特地,specially,619,khususnya
书上,In the book,619,Di dalam buku
利息,Interest,619,Minat
小提琴,violin,619,biola
坠入,Fall,619,Jatuh
現,now,619,Sekarang
自行,On my own,618,Sendirian
特权,privilege,618,hak istimewa
格雷格,Greg,618,Greg
雄,male,618,pria
飞翔,fly,618,terbang
情节,plot,618,merencanakan
面条,Noodle,618,Mi
领主,Lord,618,Yang mulia
那套,That set,618,Set itu
精,Refined,618,Halus
偷窃,theft,617,pencurian
桑德斯,Sanders,617,Sanders
纠缠,Entanglement,617,Belitan
注视,Look at,617,Lihatlah
抚摸,Stroke,617,Stroke
吴,Wu,617,Wu
活命,Alive,617,Hidup
大屠杀,massacre,617,pembantaian
的士,Scholar,617,Sarjana
武力,force,616,memaksa
几位,Several,616,Beberapa
列,List,616,Daftar
灭亡,Destroy,616,Menghancurkan
要用,Use,616,Menggunakan
衄,bleed at the nose,616,mimisan
人住,Live,616,Hidup
仗,battle,616,pertempuran
减肥,lose weight,616,menurunkan berat badan
少数,few,616,sedikit
伊娃,Eva,615,Eva
囚禁,captivity,615,tahanan
把头,Head,615,Kepala
发抖,trembling,615,gemetaran
响起,Loud,615,Keras
容,Allow,615,Mengizinkan
通向,Lead,615,Memimpin
针,Needle,615,Jarum
养活,feed,615,memberi makan
看得见,visible,615,bisa dilihat
仔细听,Listen carefully,615,Dengarkan baik-baik
材,material,615,bahan
記憶,memory,614,ingatan
难民,refugee,614,pengungsi
无处不在,everywhere,614,di mana pun
十五,fifteen,614,limabelas
霍,Bleak,614,Suram
赶时间,Hurry up,614,Ayo cepat
到家,Home,614,Rumah
骨折,fracture,614,patah
登机,Board,614,Papan
璸,pearl,614,mutiara
闪耀,shine,614,bersinar
烤肉,Grilled meat,614,Daging panggang
穷,poverty,614,kemiskinan
系統,system,613,sistem
最低,lowest,613,terendah
一带,Area,613,Daerah
中枪,Gun,613,Pistol
基佬,gay,613,homoseksual
示范,demonstration,613,demonstrasi
捡起来,pick it up,613,ambil itu
建議,suggestion,613,saran
扭,Twist,613,Memutar
野,wild,613,liar
擅自,unauthorized,613,tidak sah
血压,blood pressure,612,tekanan darah
影响力,Influence,612,Pengaruh
伴随,Accompany,612,Menemani
托德,Todd,612,Todd
克莉丝,Kris,612,Keris
八卦,Gossip,612,Gosip
道具,Prop,612,Menopang
實話,truth,612,kebenaran
一有,There are a,612,Ada sebuah
低头,Bow my head,612,Tundukkan kepalaku
必然,inevitable,612,tidak bisa dihindari
日常,daily,611,sehari-hari
恋人,Lover,611,Kekasih
写给,Write to,611,Tulis ke
イ,イ,611,イ
尾,tail,611,ekor
呕吐,Vomit,610,Muntah
插入,insert,610,menyisipkan
手榴弹,Grenade,610,Granat
躲开,Avoid,610,Menghindari
最少,least,610,paling sedikit
领养,Adopt,610,Mengambil
鬼混,fool around,610,bermain-main
說話,say,610,mengatakan
剥夺,deprivation,610,perampasan
莱特,Ledt,609,Ledt
不定,indefinite,609,tak terbatas
婚禮,wedding,609,pernikahan
多远,How far,609,Berapa jauh
咖啡馆,coffee shop,609,kedai kopi
活人,Living person,609,Orang yang masih hidup
这比,This comparison,609,Perbandingan ini
經歷,experience,609,pengalaman
聋,deaf,609,tuli
定罪,conviction,609,pengakuan
体面,Decent,608,Baik
小猫,kitten,608,anak kucing
キ,Bleak,608,Suram
非常高兴,very happy,608,sangat senang
挖出来,dig it out,608,gali itu
冯,Von,608,Dari
大炮,cannon,608,meriam
毒气,poison gas,608,gas beracun
那本,That book,608,Buku itu
警车,police car,608,mobil polisi
一瞬间,For a moment,608,Untuk sesaat
琩,Bleak,608,Suram
完全正确,Completely correct,608,Benar sekali
不能不,Be,607,Menjadi
安靜,Quiet,607,Diam
特洛伊,Troy,607,Troya
艺术品,artwork,607,karya seni
华生,Watson,607,Watson
走着瞧,Look at,607,Lihatlah
兰德尔,Randar,607,Randar
吉利,auspicious,607,menguntungkan
加密,encryption,607,enkripsi
罐子,Jar,607,Stoples
很强,Very strong,607,Sangat kuat
钡,barium,607,barium
倾听,listen,606,mendengarkan
刚刚开始,just started,606,baru saja dimulai
紫色,Purple,606,Ungu
印度人,Indian,606,India
共产党,Communist Party,606,Partai Komunis
陳,List,606,Daftar
替代,Replace,606,Mengganti
同居,Cohabitation,606,Kohabitasi
三十年,Thirty years,606,Tiga puluh tahun
鐘,bell,606,bel
讀,read,605,membaca
离家出走,runaway,605,pelarian
赶出去,Get out,605,Keluar
得罪,offend,605,menyinggung
怎样才能,How,605,Bagaimana
泥,mud,605,lumpur
摸摸,Touched,605,Tersentuh
甡,Bleak,605,Suram
地雷,Mines,605,Tambang
獶,Bleak,604,Suram
给出,Give,604,Memberi
邪,evil,604,kejahatan
光是,just,604,hanya
别用,do not use,604,jangan gunakan
虾,shrimp,604,udang
喝啤酒,drink beer,604,minum bir
伴,Accompany,604,Menemani
佩吉,Peggy,604,Peggy
乞丐,beggar,604,pengemis
认定,Determine,604,Menentukan
真会,True meeting,604,Pertemuan yang sebenarnya
猛,fierce,604,garang
晋级,Advance,604,Maju
踏上,set foot on,604,menginjakkan kaki di
大火,Fire,604,Api
动摇,shake,603,menggoyang
多麼,how,603,Bagaimana
消防员,Firemen,603,Petugas pemadam kebakaran
人死,Death,603,Kematian
布丁,pudding,603,puding
大老远,Long -distance,603,Interlokal
不爱,do not love,603,tidak sayang
马克思,Marx,603,Marx
拍电影,filming,603,pembuatan film
國王,king,603,raja
看样子,Look,602,Lihat
爺爺,grandfather,602,kakek
输给,Lose to,602,Kalah dari
坠毁,Crash,602,Menabrak
认可,Recognize,602,Mengenali
扇,fan,602,penggemar
管子,tube,602,tabung
女演员,actress,602,aktris
